8,500
12,550
8,400
12,450
8,300
12,350
8,200
12,250
16,500
20,550
16,400
20,450
16,300
20,350
16,200
20,250
24,500
28,550
24,400
28,450
24,300
28,350
24,200
28,250
32,500
36,550
32,400
36,450
32,300
36,350
32,200
36,250
40,500
44,550
40,400
44,450
40,300
44,350
40,200
44,250
48,500
52,550
48,400
52,450
48,300
52,350
48,200
52,250
56,500
60,550
56,400
60,450
56,300
60,350
56,200
60,250
64,500
68,550
64,400
68,450
64,300
68,350
64,200
68,250
72,500
76,550
72,400
76,450
72,300
76,350
72,200
76,250
80,500
84,550
80,400
84,450
80,300
84,350
80,200
84,250
88,500
92,550
88,400
92,450
88,300
92,350
88,200
92,250
96,500
100,550
96,400
100,450
96,300
100,350
96,200
100,250
104,500
108,550
104,400
108,450
104,300
108,350
104,200
108,250
112,500
116,550
112,400
116,450
112,300
116,350
112,200
116,250
120,500
124,550
120,400
124,450
120,300
124,350
120,200
124,250
128,500
132,550
128,400
132,450
128,300
132,350
128,200
132,250
136,500
140,550
136,400
140,450
136,300
140,350
136,200
140,250
144,500
148,550
144,400
148,450
144,300
148,350
144,200
148,250
152,500
156,550
152,400
156,450
152,300
156,350
152,200
156,250
160,500
164,550
160,400
164,450
160,300
164,350
160,200
164,250
168,500
172,550
168,400
172,450
168,300
172,350
168,200
172,250
176,500
180,550
176,400
180,450
176,300
180,350
176,200
180,250
184,500
188,550
184,400
188,450
184,300
188,350
184,200
188,250
192,500
196,550
192,400
196,450
192,300
196,350
192,200
196,250
200,500
204,550
200,400
204,450
200,300
204,350
200,200
204,250
208,500
212,550
208,400
212,450
208,300
212,350
208,200
212,250
216,500
220,550
216,400
220,450
216,300
220,350
216,200
220,250
224,500
228,550
224,400
228,450
224,300
228,350
224,200
228,250
232,500
236,550
232,400
236,450
232,300
236,350
232,200
236,250
240,500
244,550
240,400
244,450
240,300
244,350
240,200
244,250
248,500
252,550
248,400
252,450
248,300
252,350
248,200
252,250
256,500
260,550
256,400
260,450
256,300
260,350
256,200
260,250
264,500
268,550
264,400
268,450
264,300
268,350
264,200
268,250
272,500
276,550
272,400
276,450
272,300
276,350
272,200
276,250
280,500
284,550
280,400
284,450
280,300
284,350
280,200
284,250
288,500
292,550
288,400
292,450
288,300
292,350
288,200
292,250
296,500
300,550
296,400
300,450
296,300
300,350
296,200
300,250
304,500
308,550
304,400
308,450
304,300
308,350
304,200
308,250
312,500
316,550
312,400
316,450
312,300
316,350
312,200
316,250
320,500
324,550
320,400
324,450
320,300
324,350
320,200
324,250
328,500
332,550
328,400
332,450
328,300
332,350
328,200
332,250
336,500
340,550
336,400
340,450
336,300
340,350
336,200
340,250
344,500
348,550
344,400
348,450
344,300
348,350
344,200
348,250
352,500
356,550
352,400
356,450
352,300
356,350
352,200
356,250
360,500
364,550
360,400
364,450
360,300
364,350
360,200
364,250
368,500
372,550
368,400
372,450
368,300
372,350
368,200
372,250
376,500
380,550
376,400
380,450
376,300
380,350
376,200
380,250
384,500
388,550
384,400
388,450
384,300
388,350
384,200
388,250
392,500
396,550
392,400
396,450
392,300
396,350
392,200
396,250
400,500
404,550
400,400
404,450
400,300
404,350
400,200
404,250
408,500
412,550
408,400
412,450
408,300
412,350
408,200
412,250
416,500
420,550
416,400
420,450
416,300
420,350
416,200
420,250
424,500
428,550
424,400
428,450
424,300
428,350
424,200
428,250
432,500
436,550
432,400
436,450
432,300
436,350
432,200
436,250
440,500
444,550
440,400
444,450
440,300
444,350
440,200
444,250
448,500
452,550
448,400
452,450
448,300
452,350
448,200
452,250
456,500
460,550
456,400
460,450
456,300
460,350
456,200
460,250
464,500
468,550
464,400
468,450
464,300
468,350
464,200
468,250
472,500
476,550
472,400
476,450
472,300
476,350
472,200
476,250
480,500
484,550
480,400
484,450
480,300
484,350
480,200
484,250
488,500
492,550
488,400
492,450
488,300
492,350
488,200
492,250
496,500
500,550
496,400
500,450
496,300
500,350
496,200
500,250
504,500
508,550
504,400
508,450
504,300
508,350
504,200
508,250
512,500
516,550
512,400
516,450
512,300
516,350
512,200
516,250
520,500
524,550
520,400
524,450
520,300
524,350
520,200
524,250
528,500
532,550
528,400
532,450
528,300
532,350
528,200
532,250
536,500
540,550
536,400
540,450
536,300
540,350
536,200
540,250
544,500
548,550
544,400
548,450
544,300
548,350
544,200
548,250
552,500
556,550
552,400
556,450
552,300
556,350
552,200
556,250
560,500
564,550
560,400
564,450
560,300
564,350
560,200
564,250
568,500
572,550
568,400
572,450
568,300
572,350
568,200
572,250
576,500
580,550
576,400
580,450
576,300
580,350
576,200
580,250
584,500
588,550
584,400
588,450
584,300
588,350
584,200
588,250
592,500
596,550
592,400
596,450
592,300
596,350
592,200
596,250
600,500
604,550
600,400
604,450
600,300
604,350
600,200
604,250
608,500
612,550
608,400
612,450
608,300
612,350
608,200
612,250
616,500
620,550
616,400
620,450
616,300
620,350
616,200
620,250
624,500
628,550
624,400
628,450
624,300
628,350
624,200
628,250
632,500
636,550
632,400
636,450
632,300
636,350
632,200
636,250
640,500
644,550
640,400
644,450
640,300
644,350
640,200
644,250
648,500
652,550
648,400
652,450
648,300
652,350
648,200
652,250
656,500
660,550
656,400
660,450
656,300
660,350
656,200
660,250
664,500
668,550
664,400
668,450
664,300
668,350
664,200
668,250
672,500
676,550
672,400
676,450
672,300
676,350
672,200
676,250
680,500
684,550
680,400
684,450
680,300
684,350
680,200
684,250
688,500
692,550
688,400
692,450
688,300
692,350
688,200
692,250
696,500
700,550
696,400
700,450
696,300
700,350
696,200
700,250
704,500
708,550
704,400
708,450
704,300
708,350
704,200
708,250
712,500
716,550
712,400
716,450
712,300
716,350
712,200
716,250
720,500
724,550
720,400
724,450
720,300
724,350
720,200
724,250
728,500
732,550
728,400
732,450
728,300
732,350
728,200
732,250
736,500
740,550
736,400
740,450
736,300
740,350
736,200
740,250
744,500
748,550
744,400
748,450
744,300
748,350
744,200
748,250
752,500
756,550
752,400
756,450
752,300
756,350
752,200
756,250
760,500
764,550
760,400
764,450
760,300
764,350
760,200
764,250
768,500
772,550
768,400
772,450
768,300
772,350
768,200
772,250
776,500
780,550
776,400
780,450
776,300
780,350
776,200
780,250
784,500
788,550
784,400
788,450
784,300
788,350
784,200
788,250
792,500
796,550
792,400
796,450
792,300
796,350
792,200
796,250
800,500
804,550
800,400
804,450
800,300
804,350
800,200
804,250
808,500
812,550
808,400
812,450
808,300
812,350
808,200
812,250
816,500
820,550
816,400
820,450
816,300
820,350
816,200
820,250
824,500
828,550
824,400
828,450
824,300
828,350
824,200
828,250
832,500
836,550
832,400
836,450
832,300
836,350
832,200
836,250
840,500
844,550
840,400
844,450
840,300
844,350
840,200
844,250
848,500
852,550
848,400
852,450
848,300
852,350
848,200
852,250
856,500
860,550
856,400
860,450
856,300
860,350
856,200
860,250
864,500
868,550
864,400
868,450
864,300
868,350
864,200
868,250
872,500
876,550
872,400
876,450
872,300
876,350
872,200
876,250
880,500
884,550
880,400
884,450
880,300
884,350
880,200
884,250
888,500
892,550
888,400
892,450
888,300
892,350
888,200
892,250
896,500
900,550
896,400
900,450
896,300
900,350
896,200
900,250
904,500
908,550
904,400
908,450
904,300
908,350
904,200
908,250
912,500
916,550
912,400
916,450
912,300
916,350
912,200
916,250
920,500
924,550
920,400
924,450
920,300
924,350
920,200
924,250
928,500
932,550
928,400
932,450
928,300
932,350
928,200
932,250
936,500
940,550
936,400
940,450
936,300
940,350
936,200
940,250
944,500
948,550
944,400
948,450
944,300
948,350
944,200
948,250
952,500
956,550
952,400
956,450
952,300
956,350
952,200
956,250
960,500
964,550
960,400
964,450
960,300
964,350
960,200
964,250
968,500
972,550
968,400
972,450
968,300
972,350
968,200
972,250
976,500
980,550
976,400
980,450
976,300
980,350
976,200
980,250
984,500
988,550
984,400
988,450
984,300
988,350
984,200
988,250
992,500
996,550
992,400
996,450
992,300
996,350
992,200
996,250
1000,500
1004,550
1000,400
1004,450
1000,300
1004,350
1000,200
1004,250
1008,500
1012,550
1008,400
1012,450
1008,300
1012,350
1008,200
1012,250
1016,500
1020,550
1016,400
1020,450
1016,300
1020,350
1016,200
1020,250
1024,500
1028,550
1024,400
1028,450
1024,300
1028,350
1024,200
1028,250
1032,500
1036,550
1032,400
1036,450
1032,300
1036,350
1032,200
1036,250
1040,500
1044,550
1040,400
1044,450
1040,300
1044,350
1040,200
1044,250
1048,500
1052,550
1048,400
1052,450
1048,300
1052,350
1048,200
1052,250
1056,500
1060,550
1056,400
1060,450
1056,300
1060,350
1056,200
1060,250
1064,500
1068,550
1064,400
1068,450
1064,300
1068,350
1064,200
1068,250
1072,500
1076,550
1072,400
1076,450
1072,300
1076,350
1072,200
1076,250
1080,500
1084,550
1080,400
1084,450
1080,300
1084,350
1080,200
1084,250
1088,500
1092,550
1088,400
1092,450
1088,300
1092,350
1088,200
1092,250
1096,500
1100,550
1096,400
1100,450
1096,300
1100,350
1096,200
1100,250
1104,500
1108,550
1104,400
1108,450
1104,300
1108,350
1104,200
1108,250
1112,500
1116,550
1112,400
1116,450
1112,300
1116,350
1112,200
1116,250
1120,500
1124,550
1120,400
1124,450
1120,300
1124,350
1120,200
1124,250
1128,500
1132,550
1128,400
1132,450
1128,300
1132,350
1128,200
1132,250
1136,500
1140,550
1136,400
1140,450
1136,300
1140,350
1136,200
1140,250
1144,500
1148,550
1144,400
1148,450
1144,300
1148,350
1144,200
1148,250
1152,500
1156,550
1152,400
1156,450
1152,300
1156,350
1152,200
1156,250
1160,500
1164,550
1160,400
1164,450
1160,300
1164,350
1160,200
1164,250
1168,500
1172,550
1168,400
1172,450
1168,300
1172,350
1168,200
1172,250
1176,500
1180,550
1176,400
1180,450
1176,300
1180,350
1176,200
1180,250
1184,500
1188,550
1184,400
1188,450
1184,300
1188,350
1184,200
1188,250
1192,500
1196,550
1192,400
1196,450
1192,300
1196,350
1192,200
1196,250
1200,500
1204,550
1200,400
1204,450
1200,300
1204,350
1200,200
1204,250
1208,500
1212,550
1208,400
1212,450
1208,300
1212,350
1208,200
1212,250
1216,500
1220,550
1216,400
1220,450
1216,300
1220,350
1216,200
1220,250
1224,500
1228,550
1224,400
1228,450
1224,300
1228,350
1224,200
1228,250
1232,500
1236,550
1232,400
1236,450
1232,300
1236,350
1232,200
1236,250
1240,500
1244,550
1240,400
1244,450
1240,300
1244,350
1240,200
1244,250
1248,500
1252,550
1248,400
1252,450
1248,300
1252,350
1248,200
1252,250
1256,500
1260,550
1256,400
1260,450
1256,300
1260,350
1256,200
1260,250
1264,500
1268,550
1264,400
1268,450
1264,300
1268,350
1264,200
1268,250
1272,500
1276,550
1272,400
1276,450
1272,300
1276,350
1272,200
1276,250
