40,10
600,400
950,400
600,400
950,575
950,400
1200,100
950,400
40,10
600,400
895,623
545,623
895,798
1145,623
324,758
-26,1108
40,10
600,400
975,190
625,190
975,365
1225,190
1017,338
667,688
40,10
600,400
390,938
40,938
390,1113
640,938
466,315
116,665
40,10
600,400
1349,1180
999,1180
1349,1355
1599,1180
96,581
-254,931
40,10
600,400
1544,606
1194,606
1544,781
1794,606
826,221
476,571
40,10
600,400
813,823
463,823
813,998
1063,823
373,514
23,864
40,10
600,400
1135,707
785,707
1135,882
1385,707
921,793
571,1143
40,10
600,400
1330,1171
980,1171
1330,1346
1580,1171
160,816
-190,1166
40,10
600,400
865,419
515,419
865,594
1115,419
685,1168
335,1518
40,10
600,400
379,296
29,296
379,471
629,296
843,693
493,1043
40,10
600,400
1137,215
787,215
1137,390
1387,215
262,890
-88,1240
40,10
600,400
776,628
426,628
776,803
1026,628
1052,1037
702,1387
40,10
600,400
1288,513
938,513
1288,688
1538,513
859,8
509,358
40,10
600,400
1536,277
1186,277
1536,452
1786,277
595,794
245,1144
40,10
600,400
1332,1162
982,1162
1332,1337
1582,1162
847,377
497,727
40,10
600,400
617,1031
267,1031
617,1206
867,1031
596,299
246,649
40,10
600,400
1505,445
1155,445
1505,620
1755,445
325,368
-25,718
40,10
600,400
392,123
42,123
392,298
642,123
997,64
647,414
40,10
600,400
999,147
649,147
999,322
1249,147
1,83
-349,433
40,10
600,400
668,905
318,905
668,1080
918,905
43,1197
-307,1547
40,10
600,400
1252,1169
902,1169
1252,1344
1502,1169
608,343
258,693
40,10
600,400
469,680
119,680
469,855
719,680
850,572
500,922
40,10
600,400
1418,303
1068,303
1418,478
1668,303
810,699
460,1049
40,10
600,400
1482,796
1132,796
1482,971
1732,796
1019,1049
669,1399
40,10
600,400
1355,795
1005,795
1355,970
1605,795
54,1187
-296,1537
40,10
600,400
731,95
381,95
731,270
981,95
459,392
109,742
40,10
600,400
483,238
133,238
483,413
733,238
30,310
-320,660
40,10
600,400
467,1171
117,1171
467,1346
717,1171
784,186
434,536
40,10
600,400
838,541
488,541
838,716
1088,541
645,346
295,696
40,10
600,400
706,1191
356,1191
706,1366
956,1191
646,385
296,735
40,10
600,400
1227,658
877,658
1227,833
1477,658
53,286
-297,636
40,10
600,400
1369,728
1019,728
1369,903
1619,728
139,1055
-211,1405
40,10
600,400
729,572
379,572
729,747
979,572
300,872
-50,1222
40,10
600,400
870,795
520,795
870,970
1120,795
350,38
0,388
40,10
600,400
416,677
66,677
416,852
666,677
665,1137
315,1487
40,10
600,400
674,89
324,89
674,264
924,89
511,508
161,858
40,10
600,400
954,19
604,19
954,194
1204,19
51,462
-299,812
40,10
600,400
904,138
554,138
904,313
1154,138
1138,813
788,1163
40,10
600,400
739,258
389,258
739,433
989,258
378,801
28,1151
40,10
600,400
952,996
602,996
952,1171
1202,996
21,54
-329,404
40,10
600,400
806,448
456,448
806,623
1056,448
97,288
-253,638
40,10
600,400
1260,710
910,710
1260,885
1510,710
819,479
469,829
40,10
600,400
1225,1113
875,1113
1225,1288
1475,1113
347,84
-3,434
40,10
600,400
922,401
572,401
922,576
1172,401
793,345
443,695
40,10
600,400
699,324
349,324
699,499
949,324
774,484
424,834
40,10
600,400
379,151
29,151
379,326
629,151
521,137
171,487
40,10
600,400
1292,77
942,77
1292,252
1542,77
149,275
-201,625
40,10
600,400
554,614
204,614
554,789
804,614
1116,228
766,578
40,10
600,400
1053,677
703,677
1053,852
1303,677
337,552
-13,902
40,10
600,400
1216,998
866,998
1216,1173
1466,998
861,556
511,906
40,10
600,400
1193,792
843,792
1193,967
1443,792
1,988
-349,1338
40,10
600,400
815,594
465,594
815,769
1065,594
802,170
452,520
40,10
600,400
1251,365
901,365
1251,540
1501,365
249,170
-101,520
40,10
600,400
685,101
335,101
685,276
935,101
878,124
528,474
40,10
600,400
1346,1139
996,1139
1346,1314
1596,1139
864,354
514,704
40,10
600,400
1539,549
1189,549
1539,724
1789,549
980,449
630,799
40,10
600,400
442,58
92,58
442,233
692,58
358,879
8,1229
40,10
600,400
405,1028
55,1028
405,1203
655,1028
270,771
-80,1121
40,10
600,400
715,289
365,289
715,464
965,289
85,491
-265,841
40,10
600,400
1332,948
982,948
1332,1123
1582,948
286,404
-64,754
40,10
600,400
1087,526
737,526
1087,701
1337,526
1014,863
664,1213
40,10
600,400
1474,971
1124,971
1474,1146
1724,971
1171,76
821,426
40,10
600,400
463,419
113,419
463,594
713,419
56,927
-294,1277
40,10
600,400
597,920
247,920
597,1095
847,920
464,947
114,1297
40,10
600,400
966,415
616,415
966,590
1216,415
267,949
-83,1299
40,10
600,400
703,181
353,181
703,356
953,181
1129,490
779,840
40,10
600,400
1386,819
1036,819
1386,994
1636,819
883,93
533,443
40,10
600,400
859,926
509,926
859,1101
1109,926
495,367
145,717
40,10
600,400
871,695
521,695
871,870
1121,695
474,754
124,1104
40,10
600,400
1148,928
798,928
1148,1103
1398,928
396,865
46,1215
40,10
600,400
798,779
448,779
798,954
1048,779
70,536
-280,886
40,10
600,400
1395,774
1045,774
1395,949
1645,774
690,145
340,495
40,10
600,400
1006,659
656,659
1006,834
1256,659
124,41
-226,391
40,10
600,400
1311,961
961,961
1311,1136
1561,961
433,858
83,1208
40,10
600,400
753,141
403,141
753,316
1003,141
116,867
-234,1217
40,10
600,400
841,422
491,422
841,597
1091,422
871,1106
521,1456
40,10
600,400
1177,597
827,597
1177,772
1427,597
143,1122
-207,1472
40,10
600,400
1215,924
865,924
1215,1099
1465,924
1101,833
751,1183
40,10
600,400
1019,1147
669,1147
1019,1322
1269,1147
422,875
72,1225
40,10
600,400
1008,86
658,86
1008,261
1258,86
1022,898
672,1248
40,10
600,400
1244,259
894,259
1244,434
1494,259
868,409
518,759
40,10
600,400
1177,286
827,286
1177,461
1427,286
442,521
92,871
40,10
600,400
635,1022
285,1022
635,1197
885,1022
709,92
359,442
40,10
600,400
1263,1028
913,1028
1263,1203
1513,1028
1099,371
749,721
40,10
600,400
1006,1144
656,1144
1006,1319
1256,1144
944,1039
594,1389
40,10
600,400
1038,405
688,405
1038,580
1288,405
807,4
457,354
40,10
600,400
1297,178
947,178
1297,353
1547,178
1122,200
772,550
40,10
600,400
560,831
210,831
560,1006
810,831
374,1037
24,1387
40,10
600,400
1179,1056
829,1056
1179,1231
1429,1056
365,150
15,500
40,10
600,400
1489,245
1139,245
1489,420
1739,245
294,109
-56,459
40,10
600,400
946,582
596,582
946,757
1196,582
736,726
386,1076
40,10
600,400
1314,638
964,638
1314,813
1564,638
1197,619
847,969
40,10
600,400
674,895
324,895
674,1070
924,895
920,934
570,1284
40,10
600,400
795,1075
445,1075
795,1250
1045,1075
797,880
447,1230
40,10
600,400
922,462
572,462
922,637
1172,462
22,398
-328,748
40,10
600,400
422,856
72,856
422,1031
672,856
1102,362
752,712
40,10
600,400
695,393
345,393
695,568
945,393
530,540
180,890
40,10
600,400
1352,779
1002,779
1352,954
1602,779
72,367
-278,717
40,10
600,400
1187,226
837,226
1187,401
1437,226
544,208
194,558
40,10
600,400
499,619
149,619
499,794
749,619
432,479
82,829
40,10
600,400
1072,632
722,632
1072,807
1322,632
689,344
339,694
40,10
600,400
1498,107
1148,107
1498,282
1748,107
308,285
-42,635
40,10
600,400
625,831
275,831
625,1006
875,831
477,588
127,938
40,10
600,400
691,584
341,584
691,759
941,584
1161,319
811,669
40,10
600,400
1465,683
1115,683
1465,858
1715,683
687,845
337,1195
40,10
600,400
387,840
37,840
387,1015
637,840
452,629
102,979
40,10
600,400
1288,355
938,355
1288,530
1538,355
273,298
-77,648
40,10
600,400
1334,51
984,51
1334,226
1584,51
647,166
297,516
40,10
600,400
1378,932
1028,932
1378,1107
1628,932
776,3
426,353
40,10
600,400
477,742
127,742
477,917
727,742
974,498
624,848
40,10
600,400
1106,659
756,659
1106,834
1356,659
194,961
-156,1311
40,10
600,400
1388,118
1038,118
1388,293
1638,118
217,371
-133,721
40,10
600,400
686,520
336,520
686,695
936,520
718,118
368,468
40,10
600,400
1412,946
1062,946
1412,1121
1662,946
684,821
334,1171
40,10
600,400
971,327
621,327
971,502
1221,327
876,946
526,1296
40,10
600,400
861,493
511,493
861,668
1111,493
1109,345
759,695
40,10
600,400
1284,465
934,465
1284,640
1534,465
983,790
633,1140
40,10
600,400
808,698
458,698
808,873
1058,698
1021,356
671,706
40,10
600,400
375,202
25,202
375,377
625,202
287,620
-63,970
40,10
600,400
1267,409
917,409
1267,584
1517,409
114,270
-236,620
40,10
600,400
1328,1180
978,1180
1328,1355
1578,1180
1083,870
733,1220
40,10
600,400
861,98
511,98
861,273
1111,98
259,600
-91,950
40,10
600,400
1241,1101
891,1101
1241,1276
1491,1101
78,1095
-272,1445
40,10
600,400
1373,959
1023,959
1373,1134
1623,959
1005,333
655,683
40,10
600,400
449,669
99,669
449,844
699,669
392,464
42,814
40,10
600,400
525,271
175,271
525,446
775,271
1189,1037
839,1387
40,10
600,400
587,3
237,3
587,178
837,3
1136,44
786,394
40,10
600,400
412,632
62,632
412,807
662,632
182,22
-168,372
40,10
600,400
618,792
268,792
618,967
868,792
144,814
-206,1164
40,10
600,400
611,269
261,269
611,444
861,269
221,420
-129,770
40,10
600,400
428,212
78,212
428,387
678,212
1057,857
707,1207
40,10
600,400
1463,17
1113,17
1463,192
1713,17
754,378
404,728
40,10
600,400
1284,88
934,88
1284,263
1534,88
344,464
-6,814
40,10
600,400
752,1002
402,1002
752,1177
